Poisoning Rate,Easy,Normal,Hard
0.0,1,1,11
0.05,1,1,19
0.1,1,11,26
0.15,3,21,34
0.2,13,30,40
0.25,22,34,41
0.3,29,39,45
0.35,29,38,46
0.4,32,42,43
