fpr,tpr
0.0,0.0
0.0,0.0009523809523809524
0.0,0.02857142857142857
0.0033333333333333335,0.02857142857142857
0.0033333333333333335,0.09047619047619047
0.006666666666666667,0.09047619047619047
0.006666666666666667,0.19238095238095237
0.01,0.19238095238095237
0.01,0.21714285714285714
0.013333333333333334,0.21714285714285714
0.013333333333333334,0.2257142857142857
0.016666666666666666,0.2257142857142857
0.016666666666666666,0.23142857142857143
0.02,0.23142857142857143
0.02,0.2438095238095238
0.023333333333333334,0.2438095238095238
0.023333333333333334,0.26476190476190475
0.02666666666666667,0.26476190476190475
0.02666666666666667,0.26761904761904765
0.03,0.26761904761904765
0.03,0.2704761904761905
0.03333333333333333,0.2704761904761905
0.03333333333333333,0.2780952380952381
0.03666666666666667,0.2780952380952381
0.03666666666666667,0.2980952380952381
0.04,0.2980952380952381
0.04,0.3352380952380952
0.043333333333333335,0.3352380952380952
0.043333333333333335,0.33904761904761904
0.04666666666666667,0.33904761904761904
0.04666666666666667,0.3438095238095238
0.05333333333333334,0.3438095238095238
0.05333333333333334,0.3495238095238095
0.056666666666666664,0.3495238095238095
0.056666666666666664,0.35428571428571426
0.06333333333333334,0.35428571428571426
0.06333333333333334,0.37333333333333335
0.06666666666666667,0.37333333333333335
0.06666666666666667,0.38
0.07,0.38
0.07,0.38476190476190475
0.07333333333333333,0.38476190476190475
0.07333333333333333,0.4038095238095238
0.07666666666666666,0.4038095238095238
0.07666666666666666,0.41714285714285715
0.08666666666666667,0.41714285714285715
0.08666666666666667,0.43523809523809526
0.09,0.43523809523809526
0.09,0.44476190476190475
0.09333333333333334,0.44476190476190475
0.09333333333333334,0.44761904761904764
0.1,0.44761904761904764
0.1,0.44857142857142857
0.10333333333333333,0.44857142857142857
0.10333333333333333,0.4514285714285714
0.10666666666666667,0.4514285714285714
0.10666666666666667,0.45904761904761904
0.11,0.45904761904761904
0.11,0.46
0.12,0.46
0.12,0.4638095238095238
0.12333333333333334,0.4638095238095238
0.12333333333333334,0.4666666666666667
0.13,0.4666666666666667
0.13,0.4676190476190476
0.13666666666666666,0.4676190476190476
0.13666666666666666,0.4704761904761905
0.14,0.4704761904761905
0.14,0.4742857142857143
0.14666666666666667,0.4742857142857143
0.14666666666666667,0.48
0.15333333333333332,0.48
0.15333333333333332,0.4847619047619048
0.15666666666666668,0.4847619047619048
0.15666666666666668,0.49238095238095236
0.16,0.49238095238095236
0.16,0.49714285714285716
0.16333333333333333,0.49714285714285716
0.16333333333333333,0.4990476190476191
0.16666666666666666,0.4990476190476191
0.16666666666666666,0.5009523809523809
0.17,0.5009523809523809
0.17,0.5066666666666667
0.17333333333333334,0.5066666666666667
0.17333333333333334,0.5085714285714286
0.17666666666666667,0.5085714285714286
0.17666666666666667,0.5104761904761905
0.18,0.5104761904761905
0.18,0.5114285714285715
0.18333333333333332,0.5114285714285715
0.18333333333333332,0.5142857142857142
0.18666666666666668,0.5142857142857142
0.18666666666666668,0.5161904761904762
0.19,0.5161904761904762
0.19,0.520952380952381
0.19666666666666666,0.520952380952381
0.19666666666666666,0.5257142857142857
0.2,0.5257142857142857
0.2,0.5333333333333333
0.20333333333333334,0.5333333333333333
0.20333333333333334,0.5342857142857143
0.20666666666666667,0.5342857142857143
0.20666666666666667,0.54
0.21,0.54
0.21,0.5523809523809524
0.21333333333333335,0.5523809523809524
0.21333333333333335,0.5552380952380952
0.21666666666666667,0.5552380952380952
0.21666666666666667,0.5666666666666667
0.22,0.5666666666666667
0.22,0.5714285714285714
0.22333333333333333,0.5714285714285714
0.22333333333333333,0.5761904761904761
0.22666666666666666,0.5761904761904761
0.22666666666666666,0.5780952380952381
0.23333333333333334,0.5780952380952381
0.23333333333333334,0.579047619047619
0.23666666666666666,0.579047619047619
0.23666666666666666,0.58
0.24,0.58
0.24,0.5819047619047619
0.24333333333333335,0.5819047619047619
0.24333333333333335,0.5828571428571429
0.24666666666666667,0.5828571428571429
0.24666666666666667,0.5847619047619048
0.25333333333333335,0.5847619047619048
0.25333333333333335,0.5866666666666667
0.26,0.5866666666666667
0.26,0.5914285714285714
0.2633333333333333,0.5914285714285714
0.2633333333333333,0.5923809523809523
0.27,0.5923809523809523
0.27,0.6019047619047619
0.2733333333333333,0.6019047619047619
0.2733333333333333,0.6028571428571429
0.27666666666666667,0.6028571428571429
0.27666666666666667,0.6047619047619047
0.28,0.6047619047619047
0.28,0.6095238095238096
0.2866666666666667,0.6095238095238096
0.2866666666666667,0.6114285714285714
0.29,0.6114285714285714
0.29,0.6152380952380953
0.2966666666666667,0.6152380952380953
0.2966666666666667,0.621904761904762
0.3,0.621904761904762
0.3,0.6228571428571429
0.30333333333333334,0.6228571428571429
0.30333333333333334,0.6238095238095238
0.30666666666666664,0.6238095238095238
0.30666666666666664,0.6257142857142857
0.31333333333333335,0.6257142857142857
0.31333333333333335,0.6266666666666667
0.31666666666666665,0.6266666666666667
0.31666666666666665,0.6276190476190476
0.32,0.6276190476190476
0.32,0.6304761904761905
0.3233333333333333,0.6304761904761905
0.3233333333333333,0.6333333333333333
0.32666666666666666,0.6333333333333333
0.32666666666666666,0.6361904761904762
0.33,0.6361904761904762
0.33,0.6371428571428571
0.33666666666666667,0.6371428571428571
0.33666666666666667,0.6428571428571429
0.34,0.6428571428571429
0.34,0.6457142857142857
0.3433333333333333,0.6457142857142857
0.3433333333333333,0.6466666666666666
0.3466666666666667,0.6466666666666666
0.3466666666666667,0.6476190476190476
0.35333333333333333,0.6476190476190476
0.35333333333333333,0.6542857142857142
0.36333333333333334,0.6542857142857142
0.36333333333333334,0.6571428571428571
0.37,0.6571428571428571
0.37,0.6580952380952381
0.37333333333333335,0.6580952380952381
0.37333333333333335,0.660952380952381
0.38,0.660952380952381
0.38,0.6647619047619048
0.38333333333333336,0.6647619047619048
0.38333333333333336,0.6714285714285714
0.38666666666666666,0.6714285714285714
0.38666666666666666,0.6723809523809524
0.39,0.6723809523809524
0.39,0.6866666666666666
0.3933333333333333,0.6866666666666666
0.3933333333333333,0.6980952380952381
0.39666666666666667,0.6980952380952381
0.39666666666666667,0.699047619047619
0.4,0.699047619047619
0.4,0.7095238095238096
0.4033333333333333,0.7095238095238096
0.4033333333333333,0.7209523809523809
0.4066666666666667,0.7209523809523809
0.4066666666666667,0.7380952380952381
0.41,0.7380952380952381
0.41,0.7409523809523809
0.41333333333333333,0.7409523809523809
0.41333333333333333,0.7447619047619047
0.4166666666666667,0.7447619047619047
0.4166666666666667,0.7466666666666667
0.42,0.7466666666666667
0.42,0.7495238095238095
0.42333333333333334,0.7495238095238095
0.42333333333333334,0.7504761904761905
0.4266666666666667,0.7504761904761905
0.4266666666666667,0.7514285714285714
0.43,0.7514285714285714
0.43,0.758095238095238
0.43333333333333335,0.758095238095238
0.43333333333333335,0.7590476190476191
0.43666666666666665,0.7590476190476191
0.43666666666666665,0.7666666666666667
0.44333333333333336,0.7666666666666667
0.44333333333333336,0.7752380952380953
