Poisoning Rate,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4
0.0,8,19,17,21,27,25,25,30,32
0.05,17,25,23,23,30,25,29,32,32
0.1,22,31,30,30,37,27,27,32,31
0.15,31,34,34,31,38,31,27,35,34
0.2,33,38,35,34,41,33,31,37,36
0.25,38,40,39,35,43,39,33,37,40
0.3,42,45,45,40,47,45,40,43,44
0.35,44,47,48,41,47,46,42,46,42
0.4,47,47,50,46,46,45,46,47,41
