Poisoning Rate,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4
0.0,3,5,5,6,11,13,10,19,13
0.05,6,12,13,7,16,16,16,19,18
0.1,11,18,15,13,18,17,20,22,21
0.15,21,26,21,18,25,18,22,27,25
0.2,26,26,24,25,26,24,23,27,27
0.25,28,34,29,26,33,26,24,28,29
0.3,34,37,32,30,33,33,28,29,33
0.35,34,41,36,34,37,38,29,37,34
0.4,36,41,41,39,39,37,33,38,34
