Poisoning Rate,Easy,Normal,Hard
0.0,0,10,40
0.05,0,18,40
0.1,2,34,38
0.15,4,33,42
0.2,16,36,41
0.25,11,38,41
0.3,25,36,44
0.35,21,37,44
0.4,25,36,46
