Poisoning Rate,Easy,Normal,Hard
0.0,0,1,9
0.05,0,3,20
0.1,0,20,38
0.15,0,20,41
0.2,3,31,39
0.25,0,27,40
0.3,7,32,42
0.35,5,24,42
0.4,7,22,43
