Poisoning Rate,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4
0.0,10,23,22,24,28,28,26,35,34
0.05,22,30,26,25,36,27,32,35,37
0.1,29,35,32,32,40,31,31,39,34
0.15,32,37,35,33,41,34,29,39,38
0.2,38,40,38,35,45,36,33,40,40
0.25,40,42,42,37,45,39,37,39,42
0.3,41,46,46,41,48,46,44,47,48
0.35,46,47,48,45,48,46,45,48,44
0.4,46,47,48,48,46,45,46,48,44
