Poisoning Rate,Easy,Normal,Hard
0.0,0,1,8
0.05,0,5,22
0.1,1,11,35
0.15,4,23,40
0.2,11,36,39
0.25,24,39,43
0.3,28,40,43
0.35,33,41,43
0.4,37,45,45
