Poisoning Rate,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4
0.0,5,6,12,18,19,27,31,31,32
0.05,14,12,19,23,24,30,32,32,33
0.1,18,25,29,34,33,33,32,33,30
0.15,24,29,35,34,33,34,36,34,33
0.2,33,32,33,33,34,33,33,34,35
0.25,31,33,36,34,37,37,34,39,37
0.3,37,35,35,34,36,37,39,37,38
0.35,31,37,35,36,37,37,38,40,38
0.4,36,34,34,38,37,37,39,40,38
