Poisoning Rate,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4
0.0,5,15,13,18,26,20,22,27,31
0.05,17,22,21,22,26,25,25,28,32
0.1,23,29,28,26,36,26,29,29,31
0.15,27,31,32,33,38,27,28,34,35
0.2,31,38,32,33,38,33,31,37,36
0.25,35,37,38,34,42,38,35,36,38
0.3,39,41,44,39,44,43,41,42,43
0.35,43,44,48,40,47,45,44,46,45
0.4,46,45,47,46,46,44,45,46,41
