Poisoning Rate,Easy,Normal,Hard
0.0,1,10,35
0.05,1,22,41
0.1,3,31,44
0.15,13,37,47
0.2,23,39,48
0.25,32,42,49
0.3,36,47,48
0.35,41,47,49
0.4,40,47,49
