Poisoning Rate,Easy,Normal,Hard
0.0,0,5,39
0.05,0,18,40
0.1,2,34,38
0.15,4,32,42
0.2,12,36,40
0.25,13,37,41
0.3,25,36,44
0.35,22,37,43
0.4,26,36,46
