Poisoning Rate,Easy,Normal,Hard
0.0,0,8,34
0.05,0,21,40
0.1,1,28,43
0.15,14,38,44
0.2,24,41,46
0.25,32,42,47
0.3,36,46,47
0.35,41,46,47
0.4,41,47,48
