Poisoning Rate,Easy,Normal,Hard
0.0,0,8,39
0.05,0,18,40
0.1,2,34,38
0.15,4,33,42
0.2,14,36,40
0.25,11,38,41
0.3,24,36,44
0.35,22,37,43
0.4,27,36,46
