Poisoning Rate,Easy,Normal,Hard
0.0,0,1,7
0.05,0,3,19
0.1,1,12,33
0.15,4,20,38
0.2,10,36,40
0.25,24,39,43
0.3,29,39,44
0.35,33,42,43
0.4,36,45,46
