Poisoning Rate,Easy,Normal,Hard
0.0,0,8,33
0.05,1,12,38
0.1,2,22,44
0.15,11,38,44
0.2,23,44,45
0.25,30,44,45
0.3,38,45,46
0.35,38,48,47
0.4,39,49,47
