Poisoning Rate,Easy,Normal,Hard
0.0,0,1,10
0.05,0,1,17
0.1,0,12,34
0.15,0,15,35
0.2,3,22,38
0.25,1,20,38
0.3,5,23,43
0.35,4,25,39
0.4,7,20,41
