Poisoning Rate,Easy,Normal,Hard
0.0,0,1,19
0.05,0,4,28
0.1,0,20,37
0.15,0,22,37
0.2,5,23,39
0.25,4,27,39
0.3,14,29,43
0.35,13,31,39
0.4,15,29,43
