Poisoning Rate,Easy,Normal,Hard
0.0,0,10,33
0.05,0,21,36
0.1,1,30,35
0.15,5,35,39
0.2,15,35,37
0.25,17,38,40
0.3,29,42,41
0.35,25,40,47
0.4,32,43,46
