Poisoning Rate,Easy,Normal,Hard
0.0,0,1,19
0.05,0,8,28
0.1,0,24,35
0.15,0,25,38
0.2,5,29,36
0.25,3,31,38
0.3,13,36,39
0.35,12,35,42
0.4,17,37,44
