Dataset,Poisoning Rate,Attack,Train,Test
ringnorm_subset_std,0.2,falfa_nn,6.619307696051003,2.929377066886407
ringnorm_subset_std,0.2,poison_svm,0.6134330346145118,1.0093314619093157
ringnorm_subset_std,0.2,rand_svm,5.163347388080721,0.7705517503711219
ringnorm_subset_std,0.3,alfa_svm,5.403087948108934,3.802137556690972
ringnorm_subset_std,0.3,falfa_nn,0.438391947918757,1.9153981309377932
ringnorm_subset_std,0.3,poison_svm,0.6279374444363115,1.060660171779823
ringnorm_subset_std,0.3,rand_svm,10.240334619776835,6.938569737345011
texture_subset_std,0.1,alfa_svm,2.1165272263781523,4.601630145937414
texture_subset_std,0.1,falfa_nn,2.305902751635462,3.9274673773310935
texture_subset_std,0.1,poison_svm,0.39581056429166606,0.7582875444051558
texture_subset_std,0.1,rand_svm,2.539377384320808,1.118033988749896
texture_subset_std,0.2,alfa_svm,1.0435815732370906,2.928310092869263
texture_subset_std,0.2,falfa_nn,2.8165248978129074,2.3184046238739264
texture_subset_std,0.2,poison_svm,0.31304232300133794,0.9746794344808973
texture_subset_std,0.2,rand_svm,5.44761989312764,4.421538193886828
texture_subset_std,0.3,alfa_svm,1.4958275301651607,3.0290262461721955
texture_subset_std,0.3,falfa_nn,2.324126179879224,2.079663434308543
texture_subset_std,0.3,poison_svm,0.4282975893942816,1.8708286933869724
texture_subset_std,0.3,rand_svm,8.263530571129994,7.960841664045332
yeast_subset_std,0.1,alfa_svm,3.4659670537293996,4.9434238671796535
yeast_subset_std,0.1,falfa_nn,3.7771941542273737,4.5796428004288705
yeast_subset_std,0.1,poison_svm,1.0397397012169811,3.8013465555763126
yeast_subset_std,0.1,rand_svm,1.052360812471481,1.5602502842199872
yeast_subset_std,0.2,alfa_svm,2.190813373325851,1.9592936219832644
yeast_subset_std,0.2,falfa_nn,2.164618414667095,3.337959608109418
yeast_subset_std,0.2,poison_svm,1.3832861836009447,6.510237824338417
yeast_subset_std,0.2,rand_svm,1.5849147923160345,1.7036816404443462
yeast_subset_std,0.3,alfa_svm,4.814766870623246,3.650571900045709
yeast_subset_std,0.3,falfa_nn,4.572316057666191,2.57831972272946
yeast_subset_std,0.3,poison_svm,0.5342613581600445,7.341640894301456
yeast_subset_std,0.3,rand_svm,0.8332931712489732,4.280219287011831
