Poisoning Rate,Easy,Normal,Hard
0.0,0,8,36
0.05,0,14,37
0.1,3,24,37
0.15,5,26,37
0.2,16,29,39
0.25,23,36,41
0.3,30,35,43
0.35,28,37,42
0.4,34,37,45
