Data.Base,Rate,Train.Clean,Test.Clean,Train.Poison,Test.Poison
texture_subset_std,0.2,1.0,0.998,0.9435,0.753
texture_subset_std,0.25,1.0,0.998,0.96775,0.754
texture_subset_std,0.3,1.0,0.998,0.9515,0.651
texture_subset_std,0.35,1.0,0.998,0.9800000000000001,0.663
texture_subset_std,0.4,1.0,0.998,0.98125,0.5589999999999999
yeast_subset_std,0.0,0.6998597475455821,0.6458100558659219,0.6998597475455821,0.6458100558659219
yeast_subset_std,0.05,0.6998597475455821,0.6458100558659219,0.7113604488078542,0.6268156424581006
yeast_subset_std,0.1,0.6998597475455821,0.6458100558659219,0.6460028050490884,0.6223463687150839
yeast_subset_std,0.15,0.6998597475455821,0.6458100558659219,0.7099579242636747,0.6212290502793296
yeast_subset_std,0.2,0.6998597475455821,0.6458100558659219,0.7001402524544179,0.5240223463687151
yeast_subset_std,0.25,0.6998597475455821,0.6458100558659219,0.7556802244039271,0.5631284916201118
yeast_subset_std,0.3,0.6998597475455821,0.6458100558659219,0.8182328190743338,0.5094972067039106
yeast_subset_std,0.35,0.6998597475455821,0.6458100558659219,0.8454417952314166,0.5363128491620112
yeast_subset_std,0.4,0.6998597475455821,0.6458100558659219,0.9130434782608695,0.4916201117318435
