Poisoning Rate,Easy,Normal,Hard
0.0,0,1,16
0.05,0,4,29
0.1,0,19,37
0.15,0,23,37
0.2,4,24,39
0.25,2,28,39
0.3,13,29,43
0.35,13,31,39
0.4,15,30,43
