Poisoning Rate,Easy,Normal,Hard
0.0,0,3,30
0.05,0,7,35
0.1,1,23,37
0.15,0,23,37
0.2,10,27,39
0.25,13,31,40
0.3,24,32,43
0.35,19,34,40
0.4,24,33,43
