Poisoning Rate,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4
0.0,8,10,14,22,22,31,33,33,34
0.05,14,13,21,27,28,32,33,32,33
0.1,23,25,31,34,33,34,32,33,30
0.15,25,30,35,34,33,34,36,35,33
0.2,33,32,34,33,34,34,34,35,36
0.25,33,34,35,34,37,37,34,39,38
0.3,37,36,34,36,37,40,39,37,38
0.35,34,36,37,37,37,39,38,39,39
0.4,37,38,36,40,39,41,41,41,38
