Poisoning Rate,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4
0.0,10,13,17,25,23,32,36,34,34
0.05,16,19,22,27,30,32,34,32,34
0.1,25,26,31,34,33,33,33,33,31
0.15,29,34,35,34,33,34,37,35,35
0.2,34,32,35,34,34,34,34,37,36
0.25,34,36,36,35,37,38,35,39,38
0.3,39,36,38,37,37,37,40,38,38
0.35,35,37,37,39,39,41,39,40,40
0.4,39,38,38,41,40,41,41,41,39
