Poisoning Rate,Easy,Normal,Hard
0.0,0,1,17
0.05,0,6,23
0.1,0,21,35
0.15,0,25,37
0.2,3,26,36
0.25,2,29,37
0.3,11,34,39
0.35,9,32,42
0.4,14,31,43
